# x_b f_b(xb) f_b_ohne(xb)
0.000386309 0.00015429 0.000193158
0.000386508 0.000154211 0.000193257
0.000386707 0.000154131 0.000193357
0.000386906 0.000154052 0.000193456
0.000387105 0.000153973 0.000193556
0.000387304 0.000153894 0.000193655
0.000387503 0.000153815 0.000193755
0.000387702 0.000153736 0.000193854
0.000387901 0.000153657 0.000193954
0.0003881 0.000153578 0.000194053
0.000388299 0.000153499 0.000194153
0.000388498 0.000153421 0.000194252
0.000388697 0.000153342 0.000194352
0.000388896 0.000153264 0.000194451
0.000389095 0.000153185 0.000194551
0.000389294 0.000153107 0.00019465
0.000389493 0.000153029 0.00019475
0.000389692 0.000152951 0.000194849
0.000389891 0.000152873 0.000194949
0.00039009 0.000152795 0.000195048
0.000390289 0.000152717 0.000195148
0.000390488 0.000152639 0.000195247
0.000390687 0.000152561 0.000195347
0.000390886 0.000152483 0.000195446
0.000391085 0.000152406 0.000195546
0.000391284 0.000152328 0.000195645
0.000391483 0.000152251 0.000195745
0.000391682 0.000152174 0.000195844
0.000391881 0.000152096 0.000195944
0.00039208 0.000152019 0.000196043
0.000392279 0.000151942 0.000196143
0.000392478 0.000151865 0.000196242
0.000392677 0.000151788 0.000196342
0.000392876 0.000151711 0.000196441
0.000393075 0.000151634 0.000196541
0.000393274 0.000151557 0.00019664
0.000393473 0.000151481 0.00019674
0.000393672 0.000151404 0.000196839
0.000393871 0.000151328 0.000196939
0.00039407 0.000151251 0.000197038
0.000394269 0.000151175 0.000197138
0.000394468 0.000151099 0.000197237
0.000394667 0.000151023 0.000197337
0.000394866 0.000150946 0.000197436
0.000395065 0.00015087 0.000197536
0.000395264 0.000150794 0.000197635
0.000395463 0.000150719 0.000197735
0.000395662 0.000150643 0.000197834
0.000395861 0.000150567 0.000197934
0.00039606 0.000150491 0.000198033
0.000396259 0.000150416 0.000198133
0.000396458 0.00015034 0.000198232
0.000396657 0.000150265 0.000198332
0.000396856 0.000150189 0.000198431
0.000397055 0.000150114 0.000198531
0.000397254 0.000150039 0.00019863
0.000397453 0.000149964 0.00019873
0.000397652 0.000149889 0.00019883
0.000397851 0.000149814 0.000198929
0.00039805 0.000149739 0.000199029
0.000398249 0.000149664 0.000199128
0.000398448 0.000149589 0.000199228
0.000398647 0.000149515 0.000199327
0.000398846 0.00014944 0.000199427
0.000399045 0.000149366 0.000199526
0.000399244 0.000149291 0.000199626
0.000399443 0.000149217 0.000199725
0.000399642 0.000149142 0.000199825
0.000399841 0.000149068 0.000199924
0.00040004 0.000148994 0.000200024
0.000400239 0.00014892 0.000200123
0.000400438 0.000148846 0.000200223
0.000400637 0.000148772 0.000200322
0.000400836 0.000148698 0.000200422
0.000401035 0.000148624 0.000200521
0.000401234 0.000148551 0.000200621
0.000401433 0.000148477 0.00020072
0.000401632 0.000148403 0.00020082
0.000401831 0.00014833 0.000200919
0.00040203 0.000148257 0.000201019
0.000402229 0.000148183 0.000201118
0.000402428 0.00014811 0.000201218
0.000402627 0.000148037 0.000201317
0.000402826 0.000147964 0.000201417
0.000403025 0.00014789 0.000201516
0.000403224 0.000147817 0.000201616
0.000403423 0.000147745 0.000201715
0.000403622 0.000147672 0.000201815
0.000403821 0.000147599 0.000201914
0.00040402 0.000147526 0.000202014
0.000404219 0.000147454 0.000202113
0.000404418 0.000147381 0.000202213
0.000404617 0.000147309 0.000202312
0.000404816 0.000147236 0.000202412
0.000405015 0.000147164 0.000202511
0.000405214 0.000147092 0.000202611
0.000405413 0.000147019 0.00020271
0.000405612 0.000146947 0.00020281
0.000405811 0.000146875 0.000202909
0.00040601 0.000146803 0.000203009
0.000406209 0.000146731 0.000203108
0.000406408 0.000146659 0.000203208
0.000406607 0.000146588 0.000203307
0.000406806 0.000146516 0.000203407
0.000407005 0.000146444 0.000203506
0.000407204 0.000146373 0.000203606
0.000407403 0.000146301 0.000203705
0.000407602 0.00014623 0.000203805
0.000407801 0.000146158 0.000203904
0.000408 0.000146087 0.000204004
0.000408199 0.000146016 0.000204103
0.000408398 0.000145945 0.000204203
0.000408597 0.000145874 0.000204302
0.000408796 0.000145803 0.000204402
0.000408995 0.000145732 0.000204501
0.000409194 0.000145661 0.000204601
0.000409393 0.00014559 0.0002047
0.000409592 0.000145519 0.0002048
0.000409791 0.000145449 0.000204899
0.00040999 0.000145378 0.000204999
0.000410189 0.000145307 0.000205098
0.000410388 0.000145237 0.000205198
0.000410587 0.000145167 0.000205297
0.000410786 0.000145096 0.000205397
0.000410985 0.000145026 0.000205496
0.000411184 0.000144956 0.000205596
0.000411383 0.000144886 0.000205695
0.000411582 0.000144816 0.000205795
0.000411781 0.000144746 0.000205894
0.00041198 0.000144676 0.000205994
0.000412179 0.000144606 0.000206093
0.000412378 0.000144536 0.000206193
0.000412577 0.000144466 0.000206292
0.000412776 0.000144397 0.000206392
0.000412975 0.000144327 0.000206491
0.000413174 0.000144258 0.000206591
0.000413373 0.000144188 0.00020669
0.000413572 0.000144119 0.00020679
0.000413771 0.000144049 0.000206889
0.00041397 0.00014398 0.000206989
0.000414169 0.000143911 0.000207089
0.000414368 0.000143842 0.000207188
0.000414567 0.000143773 0.000207288
0.000414766 0.000143704 0.000207387
0.000414965 0.000143635 0.000207487
0.000415164 0.000143566 0.000207586
0.000415363 0.000143497 0.000207686
0.000415562 0.000143429 0.000207785
0.000415761 0.00014336 0.000207885
0.00041596 0.000143291 0.000207984
0.000416159 0.000143223 0.000208084
0.000416358 0.000143154 0.000208183
0.000416557 0.000143086 0.000208283
0.000416756 0.000143018 0.000208382
0.000416955 0.000142949 0.000208482
0.000417154 0.000142881 0.000208581
0.000417353 0.000142813 0.000208681
0.000417552 0.000142745 0.00020878
0.000417751 0.000142677 0.00020888
0.00041795 0.000142609 0.000208979
0.000418149 0.000142541 0.000209079
0.000418348 0.000142473 0.000209178
0.000418547 0.000142406 0.000209278
0.000418746 0.000142338 0.000209377
0.000418945 0.00014227 0.000209477
0.000419144 0.000142203 0.000209576
0.000419343 0.000142135 0.000209676
0.000419542 0.000142068 0.000209775
0.000419741 0.000142001 0.000209875
0.00041994 0.000141933 0.000209974
0.000420139 0.000141866 0.000210074
0.000420338 0.000141799 0.000210173
0.000420537 0.000141732 0.000210273
0.000420736 0.000141665 0.000210372
0.000420935 0.000141598 0.000210472
0.000421134 0.000141531 0.000210571
0.000421333 0.000141464 0.000210671
0.000421532 0.000141397 0.00021077
0.000421731 0.00014133 0.00021087
0.00042193 0.000141264 0.000210969
0.000422129 0.000141197 0.000211069
0.000422328 0.000141131 0.000211168
0.000422527 0.000141064 0.000211268
0.000422726 0.000140998 0.000211367
0.000422925 0.000281863 0.000211467
0.000423124 0.00028173 0.000211566
0.000423323 0.000281598 0.000211666
0.000423522 0.000281466 0.000211765
0.000423721 0.000281333 0.000211865
0.00042392 0.000281201 0.000211964
0.000424119 0.000281069 0.000212064
0.000424318 0.000280938 0.000212163
0.000424517 0.000280806 0.000212263
0.000424716 0.000280674 0.000212362
0.000424915 0.000280543 0.000212462
0.000425114 0.000280412 0.000212561
0.000425313 0.00028028 0.000212661
0.000425512 0.000280149 0.00021276
0.000425711 0.000280018 0.00021286
0.00042591 0.000279887 0.000212959
0.000426109 0.000279757 0.000213059
0.000426308 0.000279626 0.000213158
0.000426507 0.000279496 0.000213258
0.000426706 0.000279365 0.000213357
0.000426905 0.000279235 0.000213457
0.000427104 0.000279105 0.000213556
0.000427303 0.000278975 0.000213656
0.000427502 0.000278845 0.000213755
0.000427701 0.000278715 0.000213855
0.0004279 0.000278586 0.000213954
0.000428099 0.000278456 0.000214054
0.000428298 0.000278327 0.000214153
0.000428497 0.000278198 0.000214253
0.000428696 0.000278068 0.000214352
0.000428895 0.000277939 0.000214452
0.000429094 0.00027781 0.000214551
0.000429293 0.000277682 0.000214651
0.000429492 0.000277553 0.00021475
0.000429691 0.000277424 0.00021485
0.00042989 0.000277296 0.000214949
0.000430089 0.000277168 0.000215049
0.000430288 0.00027704 0.000215149
0.000430487 0.000276911 0.000215248
0.000430686 0.000276784 0.000215348
0.000430885 0.000276656 0.000215447
0.000431084 0.000276528 0.000215547
0.000431283 0.0002764 0.000215646
0.000431482 0.000276273 0.000215746
0.000431681 0.000276146 0.000215845
0.00043188 0.000276018 0.000215945
0.000432079 0.000275891 0.000216044
0.000432278 0.000275764 0.000216144
0.000432477 0.000275637 0.000216243
0.000432676 0.00027551 0.000216343
0.000432875 0.000275384 0.000216442
0.000433074 0.000275257 0.000216542
0.000433273 0.000275131 0.000216641
0.000433472 0.000275005 0.000216741
0.000433671 0.000274878 0.00021684
0.00043387 0.000274752 0.00021694
0.000434069 0.000274626 0.000217039
0.000434268 0.0002745 0.000217139
0.000434467 0.000274375 0.000217238
0.000434666 0.000274249 0.000217338
0.000434865 0.000274124 0.000217437
0.000435064 0.000273998 0.000217537
0.000435263 0.000273873 0.000217636
0.000435462 0.000273748 0.000217736
0.000435661 0.000273623 0.000217835
0.00043586 0.000273498 0.000217935
0.000436059 0.000273373 0.000218034
0.000436258 0.000273248 0.000218134
0.000436457 0.000273124 0.000218233
0.000436656 0.000272999 0.000218333
0.000436855 0.000272875 0.000218432
0.000437054 0.000272751 0.000218532
0.000437253 0.000272626 0.000218631
0.000437452 0.000272502 0.000218731
0.000437651 0.000272379 0.00021883
0.00043785 0.000272255 0.00021893
0.000438049 0.000272131 0.000219029
0.000438248 0.000272007 0.000219129
0.000438447 0.000271884 0.000219228
0.000438646 0.000271761 0.000219328
0.000438845 0.000271637 0.000219427
0.000439044 0.000271514 0.000219527
0.000439243 0.000271391 0.000219626
0.000439442 0.000271268 0.000219726
0.000439641 0.000271146 0.000219825
0.00043984 0.000271023 0.000219925
0.000440039 0.0002709 0.000220024
0.000440238 0.000270778 0.000220124
0.000440437 0.000270655 0.000220223
0.000440636 0.000270533 0.000220323
0.000440835 0.000270411 0.000220422
0.000441034 0.000270289 0.000220522
0.000441233 0.000270167 0.000220621
0.000441432 0.000270045 0.000220721
0.000441631 0.000269924 0.00022082
0.00044183 0.000269802 0.00022092
0.000442029 0.000269681 0.000221019
0.000442228 0.000269559 0.000221119
0.000442427 0.000269438 0.000221218
0.000442626 0.000269317 0.000221318
0.000442825 0.000269196 0.000221417
0.000443024 0.000269075 0.000221517
0.000443223 0.000268954 0.000221616
0.000443422 0.000268833 0.000221716
0.000443621 0.000268713 0.000221815
0.00044382 0.000268592 0.000221915
0.000444019 0.000268472 0.000222014
0.000444218 0.000268352 0.000222114
0.000444417 0.000268232 0.000222213
0.000444616 0.000268111 0.000222313
0.000444815 0.000267992 0.000222412
0.000445014 0.000267872 0.000222512
0.000445213 0.000267752 0.000222611
0.000445412 0.000267632 0.000222711
0.000445611 0.000267513 0.00022281
0.00044581 0.000267393 0.00022291
0.000446009 0.000267274 0.000223009
0.000446208 0.000267155 0.000223109
0.000446407 0.000267036 0.000223208
0.000446606 0.000266917 0.000223308
0.000446805 0.000266798 0.000223407
0.000447004 0.000266679 0.000223507
0.000447203 0.00026656 0.000223607
0.000447402 0.000266442 0.000223706
0.000447601 0.000266323 0.000223806
0.0004478 0.000266205 0.000223905
0.000447999 0.000266087 0.000224005
0.000448198 0.000265969 0.000224104
0.000448397 0.000265851 0.000224204
0.000448596 0.000265733 0.000224303
0.000448795 0.000265615 0.000224403
0.000448994 0.000265497 0.000224502
0.000449193 0.000265379 0.000224602
0.000449392 0.000265262 0.000224701
0.000449591 0.000265145 0.000224801
0.00044979 0.000265027 0.0002249
0.000449989 0.00026491 0.000225
0.000450188 0.000264793 0.000225099
0.000450387 0.000264676 0.000225199
0.000450586 0.000264559 0.000225298
0.000450785 0.000264442 0.000225398
0.000450984 0.000264326 0.000225497
0.000451183 0.000264209 0.000225597
0.000451382 0.000264092 0.000225696
0.000451581 0.000263976 0.000225796
0.00045178 0.00026386 0.000225895
0.000451979 0.000263744 0.000225995
0.000452178 0.000263628 0.000226094
0.000452377 0.000263512 0.000226194
0.000452576 0.000263396 0.000226293
0.000452775 0.00026328 0.000226393
0.000452974 0.000263164 0.000226492
0.000453173 0.000263049 0.000226592
0.000453372 0.000262933 0.000226691
0.000453571 0.000262818 0.000226791
0.00045377 0.000262703 0.00022689
0.000453969 0.000262587 0.00022699
0.000454168 0.000262472 0.000227089
0.000454367 0.000262357 0.000227189
0.000454566 0.000262243 0.000227288
0.000454765 0.000262128 0.000227388
0.000454964 0.000262013 0.000227487
0.000455163 0.000261899 0.000227587
0.000455362 0.000261784 0.000227686
0.000455561 0.00026167 0.000227786
0.00045576 0.000261556 0.000227885
0.000455959 0.000261441 0.000227985
0.000456158 0.000261327 0.000228084
0.000456357 0.000261213 0.000228184
0.000456556 0.000261099 0.000228283
0.000456755 0.000260986 0.000228383
0.000456954 0.000260872 0.000228482
0.000457153 0.000260759 0.000228582
0.000457352 0.000260645 0.000228681
0.000457551 0.000260532 0.000228781
0.00045775 0.000260418 0.00022888
0.000457949 0.000260305 0.00022898
0.000458148 0.000260192 0.000229079
0.000458347 0.000260079 0.000229179
0.000458546 0.000259966 0.000229278
0.000458745 0.000259854 0.000229378
0.000458944 0.000259741 0.000229477
0.000459143 0.000259628 0.000229577
0.000459342 0.000259516 0.000229676
0.000459541 0.000259403 0.000229776
0.00045974 0.000259291 0.000229875
0.000459939 0.000259179 0.000229975
0.000460138 0.000259067 0.000230074
0.000460337 0.000258955 0.000230174
0.000460536 0.000258843 0.000230273
0.000460735 0.000258731 0.000230373
0.000460934 0.000258619 0.000230472
0.000461133 0.000258508 0.000230572
0.000461332 0.000258396 0.000230671
0.000461531 0.000258285 0.000230771
0.00046173 0.000258174 0.00023087
0.000461929 0.000258062 0.00023097
0.000462128 0.000257951 0.000231069
0.000462327 0.00025784 0.000231169
0.000462526 0.000257729 0.000231268
0.000462725 0.000257618 0.000231368
0.000462924 0.000257508 0.000231467
0.000463123 0.000257397 0.000231567
0.000463322 0.000257286 0.000231666
0.000463521 0.000257176 0.000231766
0.00046372 0.000257066 0.000231866
0.000463919 0.000256955 0.000231965
0.000464118 0.000256845 0.000232065
0.000464317 0.000256735 0.000232164
0.000464516 0.000256625 0.000232264
0.000464715 0.000256515 0.000232363
0.000464914 0.000256405 0.000232463
0.000465113 0.000256296 0.000232562
0.000465312 0.000256186 0.000232662
0.000465511 0.000256077 0.000232761
0.00046571 0.000255967 0.000232861
0.000465909 0.000255858 0.00023296
0.000466108 0.000255749 0.00023306
0.000466307 0.000255639 0.000233159
0.000466506 0.00025553 0.000233259
0.000466705 0.000255421 0.000233358
0.000466904 0.000255313 0.000233458
0.000467103 0.000255204 0.000233557
0.000467302 0.000255095 0.000233657
0.000467501 0.000254986 0.000233756
0.0004677 0.000254878 0.000233856
0.000467899 0.00025477 0.000233955
0.000468098 0.000254661 0.000234055
0.000468297 0.000254553 0.000234154
0.000468496 0.000254445 0.000234254
0.000468695 0.000254337 0.000234353
0.000468894 0.000254229 0.000234453
0.000469093 0.000254121 0.000234552
0.000469292 0.000254013 0.000234652
0.000469491 0.000253906 0.000234751
0.00046969 0.000253798 0.000234851
0.000469889 0.000253691 0.00023495
0.000470088 0.000253583 0.00023505
0.000470287 0.000253476 0.000235149
0.000470486 0.000253369 0.000235249
0.000470685 0.000253262 0.000235348
0.000470884 0.000253154 0.000235448
0.000471083 0.000253048 0.000235547
0.000471282 0.000252941 0.000235647
0.000471481 0.000252834 0.000235746
0.00047168 0.000252727 0.000235846
0.000471879 0.000252621 0.000235945
0.000472078 0.000252514 0.000236045
0.000472277 0.000252408 0.000236144
0.000472476 0.000252301 0.000236244
0.000472675 0.000252195 0.000236343
0.000472874 0.000252089 0.000236443
0.000473073 0.000251983 0.000236542
0.000473272 0.000251877 0.000236642
0.000473471 0.000251771 0.000236741
0.00047367 0.000251665 0.000236841
0.000473869 0.00025156 0.00023694
0.000474068 0.000251454 0.00023704
0.000474267 0.000251349 0.000237139
0.000474466 0.000251243 0.000237239
0.000474665 0.000251138 0.000237338
0.000474864 0.000251033 0.000237438
0.000475063 0.000250927 0.000237537
0.000475262 0.000250822 0.000237637
0.000475461 0.000250717 0.000237736
0.00047566 0.000250613 0.000237836
0.000475859 0.000250508 0.000237935
0.000476058 0.000250403 0.000238035
0.000476257 0.000250298 0.000238134
0.000476456 0.000250194 0.000238234
0.000476655 0.000250089 0.000238333
0.000476854 0.000249985 0.000238433
0.000477053 0.000249881 0.000238532
0.000477252 0.000249777 0.000238632
0.000477451 0.000249672 0.000238731
0.00047765 0.000249568 0.000238831
0.000477849 0.000249464 0.00023893
0.000478048 0.000249361 0.00023903
0.000478247 0.000249257 0.000239129
0.000478446 0.000249153 0.000239229
0.000478645 0.00024905 0.000239328
0.000478844 0.000248946 0.000239428
0.000479043 0.000248843 0.000239527
0.000479242 0.000248739 0.000239627
0.000479441 0.000248636 0.000239726
0.00047964 0.000248533 0.000239826
0.000479839 0.00024843 0.000239925
0.000480038 0.000248327 0.000240025
0.000480237 0.000248224 0.000240125
0.000480436 0.000248121 0.000240224
0.000480635 0.000248018 0.000240324
0.000480834 0.000247916 0.000240423
0.000481033 0.000247813 0.000240523
0.000481232 0.000247711 0.000240622
0.000481431 0.000247608 0.000240722
0.00048163 0.000247506 0.000240821
0.000481829 0.000247404 0.000240921
0.000482028 0.000247302 0.00024102
0.000482227 0.0002472 0.00024112
0.000482426 0.000247098 0.000241219
0.000482625 0.000246996 0.000241319
0.000482824 0.000246894 0.000241418
0.000483023 0.000246792 0.000241518
0.000483222 0.000246691 0.000241617
0.000483421 0.000246589 0.000241717
0.00048362 0.000246487 0.000241816
0.000483819 0.000246386 0.000241916
0.000484018 0.000246285 0.000242015
0.000484217 0.000246184 0.000242115
0.000484416 0.000246082 0.000242214
0.000484615 0.000245981 0.000242314
0.000484814 0.00024588 0.000242413
0.000485013 0.00024578 0.000242513
0.000485212 0.000245679 0.000242612
0.000485411 0.000245578 0.000242712
0.00048561 0.000245477 0.000242811
0.000485809 0.000245377 0.000242911
0.000486008 0.000245276 0.00024301
0.000486207 0.000245176 0.00024311
0.000486406 0.000245076 0.000243209
0.000486605 0.000244975 0.000243309
0.000486804 0.000244875 0.000243408
0.000487003 0.000244775 0.000243508
0.000487202 0.000244675 0.000243607
0.000487401 0.000244575 0.000243707
0.0004876 0.000244475 0.000243806
0.000487799 0.000244376 0.000243906
0.000487998 0.000244276 0.000244005
0.000488197 0.000244177 0.000244105
0.000488396 0.000244077 0.000244204
0.000488595 0.000243978 0.000244304
0.000488794 0.000243878 0.000244403
0.000488993 0.000243779 0.000244503
0.000489192 0.00024368 0.000244602
0.000489391 0.000243581 0.000244702
0.00048959 0.000243482 0.000244801
0.000489789 0.000243383 0.000244901
0.000489988 0.000243284 0.000245
0.000490187 0.000243185 0.0002451
0.000490386 0.000243087 0.000245199
0.000490585 0.000242988 0.000245299
0.000490784 0.000242889 0.000245398
0.000490983 0.000242791 0.000245498
0.000491182 0.000242693 0.000245597
0.000491381 0.000242594 0.000245697
0.00049158 0.000242496 0.000245796
0.000491779 0.000242398 0.000245896
0.000491978 0.0002423 0.000245995
0.000492177 0.000242202 0.000246095
0.000492376 0.000242104 0.000246194
0.000492575 0.000242006 0.000246294
0.000492774 0.000241908 0.000246393
0.000492973 0.000241811 0.000246493
0.000493172 0.000241713 0.000246592
0.000493371 0.000241616 0.000246692
0.00049357 0.000241518 0.000246791
0.000493769 0.000241421 0.000246891
0.000493968 0.000241324 0.00024699
0.000494167 0.000241227 0.00024709
0.000494366 0.000241129 0.000247189
0.000494565 0.000241032 0.000247289
0.000494764 0.000240935 0.000247388
0.000494963 0.000240839 0.000247488
0.000495162 0.000240742 0.000247587
0.000495361 0.000240645 0.000247687
0.00049556 0.000240548 0.000247786
0.000495759 0.000240452 0.000247886
0.000495958 0.000240355 0.000247986
0.000496157 0.000240259 0.000248085
0.000496356 0.000240163 0.000248185
0.000496555 0.000240066 0.000248284
0.000496754 0.00023997 0.000248384
0.000496953 0.000239874 0.000248483
0.000497152 0.000239778 0.000248583
0.000497351 0.000239682 0.000248682
0.00049755 0.000239586 0.000248782
0.000497749 0.000239491 0.000248881
0.000497948 0.000239395 0.000248981
0.000498147 0.000239299 0.00024908
0.000498346 0.000239204 0.00024918
0.000498545 0.000239108 0.000249279
0.000498744 0.000239013 0.000249379
0.000498943 0.000238917 0.000249478
0.000499142 0.000238822 0.000249578
0.000499341 0.000238727 0.000249677
0.00049954 0.000238632 0.000249777
0.000499739 0.000238537 0.000249876
0.000499938 0.000238442 0.000249976
0.000500137 0.000238347 0.000250075
0.000500336 0.000238252 0.000250175
0.000500535 0.000238157 0.000250274
0.000500734 0.000238063 0.000250374
0.000500933 0.000237968 0.000250473
0.000501132 0.000237874 0.000250573
0.000501331 0.000237779 0.000250672
0.00050153 0.000237685 0.000250772
0.000501729 0.000237591 0.000250871
0.000501928 0.000237496 0.000250971
0.000502127 0.000237402 0.00025107
0.000502326 0.000237308 0.00025117
0.000502525 0.000237214 0.000251269
0.000502724 0.00023712 0.000251369
0.000502923 0.000237027 0.000251468
0.000503122 0.000236933 0.000251568
0.000503321 0.000236839 0.000251667
0.00050352 0.000236746 0.000251767
0.000503719 0.000236652 0.000251866
0.000503918 0.000236559 0.000251966
0.000504117 0.000236465 0.000252065
0.000504316 0.000236372 0.000252165
0.000504515 0.000236279 0.000252264
0.000504714 0.000236185 0.000252364
0.000504913 0.000236092 0.000252463
0.000505112 0.000235999 0.000252563
0.000505311 0.000235906 0.000252662
0.00050551 0.000235814 0.000252762
0.000505709 0.000235721 0.000252861
0.000505908 0.000235628 0.000252961
0.000506107 0.000235535 0.00025306
0.000506306 0.000235443 0.00025316
0.000506505 0.00023535 0.000253259
0.000506704 0.000235258 0.000253359
0.000506903 0.000235165 0.000253458
0.000507102 0.000235073 0.000253558
0.000507301 0.000234981 0.000253657
0.0005075 0.000234889 0.000253757
0.000507699 0.000234797 0.000253856
0.000507898 0.000234705 0.000253956
0.000508097 0.000234613 0.000254055
0.000508296 0.000234521 0.000254155
0.000508495 0.000234429 0.000254254
0.000508694 0.000234337 0.000254354
0.000508893 0.000234246 0.000254453
0.000509092 0.000234154 0.000254553
0.000509291 0.000234063 0.000254652
0.00050949 0.000233971 0.000254752
0.000509689 0.00023388 0.000254851
0.000509888 0.000233789 0.000254951
0.000510087 0.000233698 0.00025505
0.000510286 0.000233606 0.00025515
0.000510485 0.000233515 0.000255249
0.000510684 0.000233424 0.000255349
0.000510883 0.000233333 0.000255448
0.000511082 0.000233243 0.000255548
0.000511281 0.000233152 0.000255647
0.00051148 0.000233061 0.000255747
0.000511679 0.00023297 0.000255846
0.000511878 0.00023288 0.000255946
0.000512077 0.000232789 0.000256045
0.000512276 0.000232699 0.000256145
0.000512475 0.000232609 0.000256245
0.000512674 0.000232518 0.000256344
0.000512873 0.000232428 0.000256444
0.000513072 0.000232338 0.000256543
0.000513271 0.000232248 0.000256643
0.00051347 0.000232158 0.000256742
0.000513669 0.000232068 0.000256842
0.000513868 0.000231978 0.000256941
0.000514067 0.000231888 0.000257041
0.000514266 0.000231798 0.00025714
0.000514465 0.000231709 0.00025724
0.000514664 0.000231619 0.000257339
0.000514863 0.00023153 0.000257439
0.000515062 0.00023144 0.000257538
0.000515261 0.000231351 0.000257638
0.00051546 0.000231261 0.000257737
0.000515659 0.000231172 0.000257837
0.000515858 0.000231083 0.000257936
0.000516057 0.000230994 0.000258036
0.000516256 0.000230905 0.000258135
0.000516455 0.000230816 0.000258235
0.000516654 0.000230727 0.000258334
0.000516853 0.000230638 0.000258434
0.000517052 0.000230549 0.000258533
0.000517251 0.000230461 0.000258633
0.00051745 0.000230372 0.000258732
0.000517649 0.000230283 0.000258832
0.000517848 0.000230195 0.000258931
0.000518047 0.000230107 0.000259031
0.000518246 0.000230018 0.00025913
0.000518445 0.00022993 0.00025923
0.000518644 0.000229842 0.000259329
0.000518843 0.000229754 0.000259429
0.000519042 0.000229665 0.000259528
0.000519241 0.000229577 0.000259628
0.00051944 0.000229489 0.000259727
0.000519639 0.000229402 0.000259827
0.000519838 0.000229314 0.000259926
0.000520037 0.000229226 0.000260026
0.000520236 0.000229138 0.000260125
0.000520435 0.000229051 0.000260225
0.000520634 0.000228963 0.000260324
0.000520833 0.000228876 0.000260424
0.000521032 0.000228788 0.000260523
0.000521231 0.000228701 0.000260623
0.00052143 0.000228614 0.000260722
0.000521629 0.000228526 0.000260822
0.000521828 0.000228439 0.000260921
0.000522027 0.000228352 0.000261021
0.000522226 0.000228265 0.00026112
0.000522425 0.000228178 0.00026122
0.000522624 0.000228091 0.000261319
0.000522823 0.000228004 0.000261419
0.000523022 0.000227918 0.000261518
0.000523221 0.000227831 0.000261618
0.00052342 0.000227744 0.000261717
0.000523619 0.000227658 0.000261817
0.000523818 0.000227571 0.000261916
0.000524017 0.000227485 0.000262016
0.000524216 0.000227399 0.000262115
0.000524415 0.000227312 0.000262215
0.000524614 0.000227226 0.000262314
0.000524813 0.00022714 0.000262414
0.000525012 0.000227054 0.000262513
0.000525211 0.000226968 0.000262613
0.00052541 0.000226882 0.000262712
0.000525609 0.000226796 0.000262812
0.000525808 0.00022671 0.000262911
0.000526007 0.000226624 0.000263011
0.000526206 0.000226539 0.00026311
0.000526405 0.000226453 0.00026321
0.000526604 0.000226367 0.000263309
0.000526803 0.000226282 0.000263409
0.000527002 0.000226196 0.000263508
0.000527201 0.000226111 0.000263608
0.0005274 0.000226026 0.000263707
0.000527599 0.00022594 0.000263807
0.000527798 0.000225855 0.000263906
0.000527997 0.00022577 0.000264006
0.000528196 0.000225685 0.000264105
0.000528395 0.0002256 0.000264205
0.000528594 0.000225515 0.000264304
0.000528793 0.00022543 0.000264404
0.000528992 0.000225345 0.000264503
0.000529191 0.000225261 0.000264603
0.00052939 0.000225176 0.000264703
0.000529589 0.000225091 0.000264802
0.000529788 0.000225007 0.000264902
0.000529987 0.000224922 0.000265001
0.000530186 0.000224838 0.000265101
0.000530385 0.000224754 0.0002652
0.000530584 0.000224669 0.0002653
0.000530783 0.000224585 0.000265399
0.000530982 0.000224501 0.000265499
0.000531181 0.000224417 0.000265598
0.00053138 0.000224333 0.000265698
0.000531579 0.000224249 0.000265797
0.000531778 0.000224165 0.000265897
0.000531977 0.000224081 0.000265996
0.000532176 0.000223997 0.000266096
0.000532375 0.000223913 0.000266195
0.000532574 0.00022383 0.000266295
0.000532773 0.000223746 0.000266394
0.000532972 0.000223663 0.000266494
0.000533171 0.000223579 0.000266593
0.00053337 0.000223496 0.000266693
0.000533569 0.000223412 0.000266792
0.000533768 0.000223329 0.000266892
0.000533967 0.000223246 0.000266991
0.000534166 0.000223163 0.000267091
0.000534365 0.00022308 0.00026719
0.000534564 0.000222996 0.00026729
0.000534763 0.000222913 0.000267389
0.000534962 0.000222831 0.000267489
0.000535161 0.000222748 0.000267588
0.00053536 0.000222665 0.000267688
0.000535559 0.000222582 0.000267787
0.000535758 0.000222499 0.000267887
0.000535957 0.000222417 0.000267986
0.000536156 0.000222334 0.000268086
0.000536355 0.000222252 0.000268185
0.000536554 0.000222169 0.000268285
0.000536753 0.000222087 0.000268384
0.000536952 0.000222005 0.000268484
0.000537151 0.000221922 0.000268583
0.00053735 0.00022184 0.000268683
0.000537549 0.000221758 0.000268782
0.000537748 0.000221676 0.000268882
0.000537947 0.000221594 0.000268981
0.000538146 0.000221512 0.000269081
0.000538345 0.00022143 0.00026918
0.000538544 0.000221348 0.00026928
0.000538743 0.000221267 0.000269379
0.000538942 0.000221185 0.000269479
0.000539141 0.000221103 0.000269578
0.00053934 0.000221022 0.000269678
0.000539539 0.00022094 0.000269777
0.000539738 0.000220859 0.000269877
0.000539937 0.000220777 0.000269976
0.000540136 0.000220696 0.000270076
0.000540335 0.000220615 0.000270175
0.000540534 0.000220533 0.000270275
